Figure S6a,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Cheese,Yoghurt,Total Milk,Fruits,Refined Grains,Whole Grains,Nuts And Seeds,Total Processed Meats,Unprocessed Red Meats,Fish,Shellfish,Eggs,Total Salt,Added Sugars,Non-Starchy Vegetables,Potatoes,Other Starchy Vegetables,Beans And Legumes,,2018,Sugar-sweetened Beverages,Fruit Juices,Coffee,Tea,Water
Lesotho,0.002745236,0.249537359,4.105811173,0.194719047,26.13464749,0.528234943,0.010560827,5.761964951,0.570289046,17.16403455,0.00036817,4.75364E-05,0.075518298,0.089114125,0.339189358,0.7097386,0.012590232,0.045852371,,Lesotho,0.022159452,0.004184628,0.00640464,0.003400282,0.957906994
Luxembourg,0.45979677,0.022127144,5.260982553,0.920741897,2.223045923,0.04872594,0.015113352,8.65908293,0.821608547,11.11476049,0.06942897,0.00091826,0.074822076,0.167631845,1.035678625,0.149493157,0.004461407,0.003747256,,Luxembourg,0.065726539,0.006771355,0.002678293,0.00859238,0.957906994
Madagascar,0.000278643,0.055353634,1.018724629,0.55848287,26.08878326,0.09969264,0.004168231,0.387179727,0.29388024,8.389004776,0.006036364,3.35874E-05,0.05268534,0.023271318,0.254659064,0.066610178,0.058745272,0.008338156,,Madagascar,0.002751709,0.00125758,0.105472939,0.000145523,0.957906994
Malawi,0,0.008504486,0.754480082,1.834487726,31.3025131,0.592279215,0.017069981,4.690965171,0.393766651,55.30586221,0,5.95112E-05,0.053185426,0.022865377,1.056023439,0.440515282,0.177569097,0.191319165,,Malawi,0.010212448,0.005122144,0.02296651,0.003541948,0.957906994
Malaysia,0.018990952,0.07992032,0.385856854,0.613537183,20.05808029,0.004634739,0.026193028,8.070595662,0.847270517,369.6548638,0.098039432,0.001624542,0.002801681,0.137071751,0.889210129,0.05929215,0.009316728,0.033965448,,Malaysia,0.003989099,0.004623815,4.44341E-06,0.023280135,0.659296669
Mali,0.001514028,0.026517386,3.840674602,0.828355884,29.71661694,0.08452134,0.023332648,0.805245887,0.548126604,45.98197432,0.000460208,4.47331E-05,0.055373302,0.031175059,1.384686787,0.027730845,0.24972412,0.121645498,,Mali,0.008355289,0.004526655,0.001116373,0.011212255,0.957906994
Mauritania,0.028956744,0.244961861,4.49517493,0.186119632,31.1244801,0.119014465,0.008140584,7.783448389,0.469972955,11.86829314,0.015829248,0.000316536,0.026788956,0.104779264,0.640834707,0.104641895,0.012404508,0.115672245,,Mauritania,2.48698E-05,0.004551108,0,0.049656387,0.957906994
Mauritius,0.071026105,0.001795448,1.45623437,0.509743293,20.04539979,0.427747262,0.027310559,7.263937649,1.064775005,92.25062375,0.049907713,0.000374523,0.081002725,0.111360643,0.824285008,0.267178288,0.001415815,0.108895266,,Mauritius,0.017579986,0.006444951,0.0340128,0.020668037,0.957906994
Mexico,0.03002178,0.305045807,8.236738212,1.453304075,8.321487738,0.082871575,0.039365612,7.605099529,1.734957552,32.56609943,0.045722701,0.001981911,0.006193234,0.0311326,0.994935258,0.178171898,0.004196111,0.126524907,,Mexico,0.030941838,0.003204043,0.000115595,0.000432741,0.427594523
Mongolia,0.115931445,0.180408415,9.052822328,0.14323417,2.448106906,0.137644256,0.002973705,15.34662618,1.262802569,0.22730776,0.000119559,0.000304463,0.111304781,0.062023235,0.685953059,0.204628097,9.92551E-05,0.001802344,,Mongolia,0.014261709,0.002755755,8.09493E-05,0.013865236,0.957906994
Montenegro,0.055786078,0.013854002,21.16049999,1.029801324,0.958403053,1.066612918,0.018013337,4.457536682,1.315477457,33.95147793,0.022459661,0.000589156,0.082322049,0.290499162,0.954616354,0.126753268,0.001187252,0.023603432,,Montenegro,0.022635066,0.002014939,0.000608174,0.002635311,0.957906994
Morocco,0.045220974,0.047973434,1.460070311,1.08456526,10.38867189,0.432158571,0.013605832,0.240200727,0.882872043,4.8636148,0.003710521,0.00050347,0.028762035,0.095656962,1.22226775,0.174427939,0.001840621,0.027000282,,Morocco,0.001396525,0.003782756,0.021687548,0.027369422,0.957906994
Mozambique,0.00088692,0.075519897,0.399047527,0.486620176,11.61461878,1.009009438,0.03145439,0.896298641,0.128508228,48.34208821,0.005282168,0.000105098,0.101732072,0.026659877,0.451022616,0.091998219,0.039302194,0.060858066,,Mozambique,0.005650299,0.00119066,0.003105601,0.016300284,0.957906994
Myanmar,0.022515924,0.034760382,0.872999318,0.432780049,19.89559299,0.002615369,0.037516296,1.708164022,1.203811187,84.76988875,0.000519231,0.000528556,0.01489583,0.045146959,1.067755279,0.030202706,0.072825191,0.045751383,,Myanmar,0.000643838,0.00323958,0.00011188,0.036679032,0.807661285
Namibia,0.018213179,0.059134656,2.657828361,0.270930659,11.24320979,0.035699074,0.002023128,0.895490444,0.660106055,28.87593146,0.010443716,6.48891E-05,0.044062619,0.09947366,1.331530285,0.061080513,0.002300903,0.029471825,,Namibia,0.018986241,0.002544862,0.012423036,0.006044089,0.957906994
Netherlands,0.624058595,0.039648557,25.01192409,1.220357455,3.254509564,0.506397915,0.044934404,8.139659297,1.310466165,14.20822243,0.059591785,0.00167446,0.049544012,0.087990625,0.859752279,0.905179485,0.037056347,0.035599762,,Netherlands,0.041598378,0.005928124,0.001652581,0.015011616,0.957906994
Niger,0.025184014,0.070954,2.411081967,0.307271093,14.74211759,0.009155057,0.096340071,0.90317335,0.191455687,7.204867411,0,1.42219E-05,0.045281824,0.010484182,1.481161017,0.014088619,0.014744572,0.215460338,,Niger,0.000235845,0.001862529,0.001895792,0.004836297,0.957906994
Nigeria,0.001953801,0.033873949,0.087573165,0.269438679,18.99074603,0.883381649,0.124878803,0.769196302,0.154068478,64.0358723,0.002223082,0.000165238,0.068021268,0.019689286,1.204572476,0.050617131,0.488300483,0.049336134,,Nigeria,0.006045778,0.002187867,0.001914144,0.00014638,0.957906994
Norway,0.275526753,0.303795021,14.38438417,0.936847114,1.984475834,0.889928063,0.041427515,4.933393451,1.553190651,5.230292713,0.127304547,0.000667923,0.070967956,0.108897829,0.878374368,0.618792681,0.001468226,0.057594301,,Norway,0.034608381,0.000825011,0.001754272,0.003796551,0.957906994
Pakistan,0.338352435,0.246069129,9.56839836,0.501270264,8.650468673,0.054837366,0.002028993,0.143701605,0.483937359,2.852101962,0.000728812,0.000301223,0.020508372,0.034220821,0.335753074,0.055889694,0.000654869,0.054482938,,Pakistan,6.19276E-05,0.000341215,0,0.011160377,0.52494532
Paraguay,0,0.163191781,2.29861736,0.894604686,4.398750528,0.130346047,0.005725284,0.702558098,1.059132374,1.325666056,0.000614234,0.001074408,0.003722889,0.066033505,0.591927068,0.023459919,0.022665496,0.035074988,,Paraguay,0.01758077,0.001119684,6.83538E-05,0.24223635,0.116541382
Peru,0.005926547,0.033357091,4.890457354,1.520761722,23.32327071,0.024298629,0.003624639,0.943979592,1.365517728,7.339527189,0.013336068,0.001002395,0.004370488,0.051277599,0.961372497,0.603302089,0.07595197,0.119454633,,Peru,0.01952484,0.002520015,0.000576425,0.001173422,0.116541382
Philippines,0.005076061,0.047759275,0.083285863,0.902845453,49.2834282,0.098475602,0.025532431,10.73939436,0.514974001,266.8942839,0.032645336,0.00044446,0.016657291,0.046335079,0.825736113,0.026931489,0.387495316,0.015753036,,Philippines,0.007647424,0.00814965,0.000294694,0.00113732,0.659296669
Portugal,0.443394665,0.026227865,12.84240965,1.714510783,8.492188262,0.262842189,0.053403192,8.250366561,2.493561435,8.671667143,0.150823273,0.001018276,0.002277216,0.031117295,1.406805062,0.788758253,0.00668871,0.043351859,,Portugal,0.050731928,0.002091869,0.001377585,0.007670633,0.957906994
Romania,0.126378166,0.049521478,18.81532681,1.20934663,7.426772256,0.026012137,0.028800364,11.02792218,1.200510523,29.94834565,0.008213523,0.001219548,0.094022518,0.01770265,2.514270021,1.133553366,0.031653111,0.024747879,,Romania,0.047594416,0.002624784,0.000660845,0.002725327,0.957906994
Russia,0.138999721,0.13644678,10.53107642,0.76899093,2.875443194,0.99251797,0.020480143,5.74945471,1.598406381,12.53369803,0.018398171,0.000928735,0.072595405,0.056827819,1.295383571,1.042148785,0,0.020951207,,Russia,0.029630331,0.007022385,0.000295865,0.014604064,0.957906994
Rwanda,0.009054393,0.161646415,1.327795619,1.471832588,28.68901517,0.01844234,0.013669708,0.306495906,0.205434401,27.14184277,0,3.99197E-05,0.086013619,0.022534762,0.715483995,1.311397951,1.60519717,0.460509878,,Rwanda,0.007598543,0.001824761,0.03840837,0,0.957906994
Saint Lucia,0.032894508,0.017543094,1.518972505,0.739897649,2.014316808,0.088555251,0.006478788,1.695490643,2.329945149,31.88809513,0.035741809,0.000218331,0.034700881,0.107857956,0.376830552,0.046024776,0.041244639,0.020857221,,Saint Lucia,0.015515375,0.001377016,2.27571E-05,0.001748297,0.427594523
Saudi Arabia,0.097985256,0.147802355,2.013318252,0.603297972,7.597080028,0.017541134,0.007580654,2.427635179,0.445009903,13.02116965,0.004173331,0.000440543,0.040488055,0.069287406,0.481463826,0.067137136,0.010216207,0.018013989,,Saudi Arabia,0,8.37125E-05,0.000171581,0.015856177,0.085080558
Senegal,0.011951221,0.121938374,1.040486202,0.231294458,36.17110645,0.051244195,0.083924548,0.311789031,0.423662281,82.12658873,0.009570984,0.000202798,0.061861472,0.037926013,1.666173216,0.069339519,0.091053108,0.063281854,,Senegal,0.00074138,0.013605172,0.001805348,0.008818615,0.957906994
Serbia,0.024377927,0.117941922,10.65925229,0.945012215,2.404446783,0.689688295,0.020285007,4.461168168,0.988607948,3.482370898,0.002068684,0.000621253,0.054499893,0.038886092,1.035755724,0.231706841,0,0.020002502,,Serbia,0.01819311,0.006931079,0.000391041,0,0.957906994
Slovakia,0.547530389,0.267460275,12.26220562,0.620654138,2.345145388,0.439846865,0.03732651,13.26595988,0.599698073,6.221702855,0.001246004,0.001029176,0.069134688,0.109781151,0.793424686,0.580291112,0.011954874,0.011529327,,Slovakia,0.03742203,0.005926386,0.000731659,0.003928539,0.957906994
Slovenia,0.340395969,0.074942301,8.972503608,1.495151524,2.23951678,0.097696619,0.02609602,7.929351421,0.979339491,5.141721527,0.026958419,0.000543686,0.070857457,0.026832729,1.10749568,0.178013742,0.000703111,0.015840009,,Slovenia,0.032334518,0.000579525,0.000484108,0.001891874,0.957906994
South Africa,0.034761284,0.015908718,4.026614773,0.285651973,13.47005813,0.29010495,0.009851046,1.347975188,1.525904222,4.602356804,0.005809173,0.000563216,0.060708471,0.102168718,0.481233015,0.127092574,0.015257539,0.016720101,,South Africa,0.027847316,0.00438881,0.020736691,0.008521564,0.957906994
South Korea,0.207548789,0.00324603,0.975054923,0.681125551,26.64508396,0.0333259,0.091577318,1.283306004,2.575539434,122.3679297,0.253649709,0.001320892,0.056148802,0.129658686,2.690951119,0.155205705,0.052523124,0.080040372,,South Korea,0.036506741,0.000888112,0.00051585,0.001652474,0.957906994
Spain,0.089578943,0.011096228,10.17735005,1.27087592,2.696459068,0.189068841,0.134549379,11.77241192,1.581484633,4.877832122,0.127161648,0.000816792,0.031567471,0.016856303,1.492308901,0.651308057,0.002075258,0.041406596,,Spain,0.05105597,0.006239114,0.000745311,0.001778213,0.957906994
Sri Lanka,0.002324795,0.054700698,1.362621941,0.953398586,32.6813308,0.037371333,0.008607939,0.275181936,0.270386373,78.07311066,0.012106845,0.000304042,0.019238591,0.041396101,0.704049584,0.077334488,0.092378617,0.131130189,,Sri Lanka,0.002566738,0.009308891,4.40116E-06,0.008876288,0.52494532
Sweden,1.524956018,0.477731914,15.33144682,0.725853419,2.844451651,0.562554125,0.042882257,9.004525093,1.524921212,19.3244295,0.099322038,0.001353566,0.081414933,0.080654361,1.075735212,0.658826587,0.004641857,0.023443133,,Sweden,0.039464143,0.005137189,0.002409359,0.008976501,0.957906994
Switzerland,0.443733475,0.161267665,22.19728252,0.978938933,2.992504252,0.385582332,0.019341927,7.969098773,1.301227505,50.35007049,0.043518411,0.000874922,0.065880349,0.025500581,1.118994878,0.522508977,0.001025281,0.020558247,,Switzerland,0.035890675,0.004343838,0.001646084,0.005158955,0.957906994
Syria,0.020113202,0.178476078,4.289246076,1.147670963,3.350690083,0.007973679,0.032502417,0.514245377,0.411455865,2.028353112,0,0.00032509,0.043305811,0.097179034,1.270578594,0.111654006,0.00021743,0.030235157,,Syria,0.000273803,0.001310864,0.000115178,0.0157068,0.085080558
Tanzania,0.019308322,0.139237029,2.495721454,0.889640067,38.60081231,0.021506375,0.091772264,0.264440356,0.265789333,33.15166641,0.000949083,0.000101657,0.062652021,0.035690133,0.682876192,0.053069746,0.751056138,0.259703331,,Tanzania,0.022284989,0.00303512,0,0.001396999,0.957906994
Thailand,0.006332135,0.081624646,0.948271538,1.329844033,17.20490206,0.003323331,0.005402248,0.584471786,0.530347486,103.0069152,0.045085851,0.000680962,0.077699562,0.173499673,0.546038918,0.0131516,0.000551131,0.024361798,,Thailand,0.01024664,0.003036884,5.7285E-05,0.013610657,0.085080558
The Gambia,0.003096168,0.052986153,2.080850025,0.066518113,8.509437499,0.091211809,0.213085567,1.476556027,0.322916958,111.4180685,0.009145613,5.41077E-05,0.065561289,0.023720708,0.247411789,0.008307513,9.96448E-05,0.00945748,,The Gambia,0.003638749,0.001601692,0.002337224,0.032247284,0.957906994
Togo,0.001369154,0.012497533,0.079397398,0.081239313,19.27663364,0.033867066,0.018962779,0.137315977,0.329584369,32.52347505,5.9889E-05,0.000118376,0.039935542,0.024436737,0.220962293,0.001764256,0.249550146,0.036095509,,Togo,0.003382162,0.002755304,0.019740997,0.000425535,0.957906994
Trinidad and Tobago,0.078399614,0.010095619,1.429917875,0.62307677,7.030809542,0.202824452,0.019400652,2.573278965,1.342015872,45.13165028,0.03141678,0.000191937,0.027700319,0.206433386,0.549386744,0.12203075,0.045469611,0.10112419,,Trinidad and Tobago,0.010242253,0.009840185,7.09004E-05,0.00292007,0.427594523
Tunisia,0.04840127,0.010837592,7.674248826,0.988431889,16.76264872,0.323228539,0.070204983,5.200608539,0.44959582,121.5212415,0.009542866,0.000433045,0.083922672,0.128378893,3.245612039,0.138277689,8.9371E-05,0.095328712,,Tunisia,0.005820927,0.017148984,0.040040326,0.009416173,0.957906994
Turkey,0.216241917,0.065103577,11.36865038,1.538596752,7.411859821,0.023910485,0.10563261,0.85311205,0.86448193,0.707268619,0.004126616,0.000587474,0.016695636,0.030527383,2.811141972,0.33839035,0,0.117928523,,Turkey,0.005444095,0.007450886,0.000116352,0.057460127,0.957906994
Uganda,0.021611999,0.050683366,3.774916706,0.043984071,34.32905886,0.067014517,0.095757377,1.086596351,0.265731171,65.06983047,0,9.09281E-05,0.062826401,0.017375232,0.452059113,0.049039852,1.526221151,0.184417889,,Uganda,0.030473322,0.011149993,0.029478679,0,0.957906994
Ukraine,0.03120963,0.263446663,12.44115325,0.784053754,4.466646245,0.12056144,0.009599532,3.084187375,0.439478043,24.42200869,0.006323856,0.000976608,0.070538611,0.046638823,2.065800851,0.590553964,0,0.005315379,,Ukraine,0.019667029,0.002883193,0.000120124,0.00522672,0.957906994
United Kingdom,0.080153958,0.166300412,17.76486147,0.950216618,4.44304648,0.396977707,0.043652122,13.91582188,1.364616989,2.293713789,0.042812454,0.000627016,0.028856966,0.095037748,0.973364437,0.900420192,0.001631265,0.036003013,,United Kingdom,0.046570396,0.003872125,0.000584445,0.023287929,0.957906994
United States,0.24076292,0.124770077,21.35263061,1.343625769,6.784839047,0.200245352,0.112348773,21.68998185,2.392614757,15.28712741,0.130274358,0.00089699,0.087982259,0.285665244,1.493837765,0.680104243,0.052726339,0.048098064,,United States,0.047305331,0.010202797,0.001109604,0.010116174,0.957906994
Uruguay,0.045804596,0.117868664,9.5616658,0.963586819,3.84566224,0.0369143,0.004695713,1.79559113,0.951062877,2.505663768,0.00705026,0.000636694,0.004821288,0.154828846,0.730652523,0.113664541,0.056086289,0.009951387,,Uruguay,0.021872594,0.00051059,6.64637E-05,0.131356243,0.116541382
Venezuela,0.003209542,0.031605731,4.694164373,0.670684395,6.006657611,0.013209085,0.00023248,1.332585942,0.618574483,2.710806587,0.009162427,0.0002988,0.036811911,0.07482708,0.488918095,0.058371574,0.07617403,0.016629187,,Venezuela,0.00366035,0.00210736,0.000187859,0.000144439,0.116541382
Vietnam,0.003517546,0.022836444,0.587052632,1.017206369,44.14370895,0.006967474,0.041813061,0.774322463,1.190564299,196.5291138,0.103810934,0.000174726,0.008478924,0.037378926,2.049607661,0.017202012,0.043602289,0.075254537,,Vietnam,0.01261078,0.004309583,0,0.024075897,0.807661285
Zambia,0.007948677,0.283744987,0.659296396,0.094225829,44.94171182,1.109216252,0.090975627,5.400765072,0.288182078,79.62469561,0.000128229,0.000334338,0.104090597,0.034560047,0.31976615,0.024451977,0.119757586,0.057458449,,Zambia,0.019801208,0.009782761,0.005466948,0.002832813,0.957906994
Zimbabwe,0.005906993,0.037196352,1.207799049,0.203988135,10.79247715,0.007786464,0.010142466,1.754856651,0.796628828,15.6850018,0,7.60071E-05,0.048166447,0.071222597,0.182262925,0.005926305,0.00589629,0.008343305,,Zimbabwe,0.010016325,0.001209339,0.001636291,0,0.957906994
